StudentID,Age,StudyHours,AttendanceRate,AssignmentsCompleted,OnlineActivity,SleepHours,SocialActivity,MidtermScore,FinalScore,GPA,GradePoints,PerformanceIndex,Major,City,Gender
2357,22,8.5,85.5,78.1,4.9,8.1,1.3,52.2,61.5,2.82,70.4,56.87,CE,Cần Thơ,Male
2358,18,42.0,78.0,78.0,3.6,5.8,2.9,64.1,100.0,4.0,100.0,82.05,DS,Hà Nội,Male
2359,24,22.7,,96.4,7.2,6.9,2.5,54.5,80.6,3.15,78.73,67.54,AI,Huế,Male
2360,25,8.8,93.9,100.0,8.1,5.9,0.0,45.7,59.3,2.3,57.59,52.51,IT,Huế,Male
2361,30,26.3,89.6,82.4,5.4,4.6,6.0,68.2,80.5,3.1,77.38,74.35,IT,Cần Thơ,Male
2362,23,25.3,87.8,77.6,10.5,5.9,3.6,57.7,92.4,3.67,91.64,75.03,SE,TP.HCM,Male
2363,22,24.3,89.3,63.1,11.5,6.7,1.8,52.2,82.0,3.36,83.89,67.07,IT,Đà Nẵng,Female
2364,23,32.9,78.1,58.3,7.2,8.7,3.2,72.5,100.0,4.0,100.0,86.26,CS,Huế,Male
2365,19,31.0,74.9,53.4,4.8,5.7,3.2,55.7,85.9,3.38,84.56,70.82,CE,Hà Nội,Male
2366,18,27.4,85.4,68.1,6.7,6.3,2.0,61.5,91.4,3.95,98.67,76.45,DS,Cần Thơ,Male
2367,24,28.6,96.6,48.6,2.9,5.3,3.1,64.7,100.0,3.6,89.95,82.34,CS,TP.HCM,Female
2368,24,24.2,100.0,96.2,3.8,8.4,3.1,48.8,73.2,2.81,70.23,60.99,CS,Đà Nẵng,Female
2369,27,39.2,93.0,86.3,1.8,6.4,4.1,75.2,100.0,4.0,100.0,87.62,SE,Hà Nội,Male
2370,28,13.2,85.3,76.2,4.4,6.6,2.6,57.8,75.4,3.3,82.46,66.62,SE,TP.HCM,Female
2371,27,26.1,87.7,96.6,2.9,6.6,3.0,49.2,67.5,2.74,68.47,58.36,AI,Huế,Female
2372,19,25.5,85.1,63.9,7.6,4.7,2.2,57.1,96.6,4.0,100.0,76.86,IT,Hà Nội,Female
2373,19,31.5,74.7,67.7,4.1,5.2,1.8,69.9,100.0,4.0,100.0,84.94,AI,Cần Thơ,Female
2374,18,18.2,85.2,51.0,6.7,5.9,1.3,39.3,69.4,2.71,67.66,54.36,SE,Hà Nội,Male
2375,27,11.1,71.7,91.6,7.9,7.7,1.3,48.7,73.9,2.79,69.71,61.34,AI,Hà Nội,Male
2376,25,26.3,83.8,67.8,8.9,4.0,1.8,47.9,77.5,2.93,73.19,62.7,DS,TP.HCM,Male
2377,25,27.2,100.0,80.2,5.1,7.6,2.1,58.0,91.5,3.37,84.37,74.77,CS,TP.HCM,Female
2378,18,36.9,93.2,95.0,6.8,7.4,4.0,65.1,100.0,3.75,93.86,82.54,SE,Huế,Male
2379,29,14.8,75.8,100.0,6.9,4.8,1.9,38.7,68.1,2.53,63.36,53.38,IT,Cần Thơ,Male
2380,28,,84.3,79.6,9.2,6.6,2.0,56.5,100.0,3.77,94.17,78.24,SE,Cần Thơ,Male
2381,25,43.9,76.7,85.8,8.0,8.4,2.1,68.9,100.0,4.0,100.0,84.45,SE,Cần Thơ,Female
2382,26,22.0,84.4,66.4,9.3,5.7,2.4,64.5,73.5,2.85,71.23,68.96,CS,Đà Nẵng,Female
2383,21,14.7,95.4,100.0,1.8,6.3,5.0,53.9,77.2,2.81,70.27,65.57,IT,Cần Thơ,Female
2384,18,21.7,91.5,77.5,4.3,10.0,1.9,42.7,79.6,3.1,77.61,61.15,AI,Hà Nội,Male
2385,18,25.1,100.0,81.2,8.6,7.4,3.3,62.3,100.0,4.0,100.0,81.16,CE,Hà Nội,Female
2386,20,29.5,96.9,73.9,7.5,6.7,3.0,62.0,100.0,3.95,98.69,80.99,CE,Hà Nội,Female
2387,22,20.3,87.0,98.0,5.7,6.4,2.6,48.5,87.4,3.45,86.27,67.93,IT,Đà Nẵng,Male
2388,22,,91.8,83.0,4.8,7.4,1.1,63.6,100.0,3.63,90.86,81.78,AI,Hà Nội,Male
2389,26,16.1,83.0,91.4,8.0,7.8,3.3,53.2,61.4,2.64,65.95,57.32,AI,TP.HCM,Male
2390,27,11.1,73.7,85.3,1.1,4.4,0.0,32.6,61.3,2.38,59.59,46.96,SE,Đà Nẵng,Male
2391,29,33.9,98.1,76.7,8.0,4.3,1.0,60.2,99.8,3.73,93.25,80.0,SE,TP.HCM,Male
2392,19,6.8,95.1,93.9,6.2,5.8,1.7,35.8,51.4,2.03,50.87,43.59,CE,Đà Nẵng,Male
2393,19,23.4,82.6,85.2,4.8,6.8,2.2,48.9,73.8,2.85,71.35,61.37,SE,Hà Nội,Female
2394,23,49.9,87.7,65.6,7.3,7.1,2.6,78.1,100.0,4.0,100.0,89.04,CS,Huế,Female
2395,26,24.9,97.4,65.2,5.0,5.0,4.6,58.7,90.8,4.0,100.0,74.71,CE,Cần Thơ,Male
2396,18,16.0,,82.2,6.1,6.8,3.4,56.1,72.6,2.76,68.89,64.35,SE,Cần Thơ,Female
2397,26,24.5,,93.6,5.9,6.9,2.8,37.1,72.0,3.03,75.7,54.52,AI,Cần Thơ,Female
2398,26,24.6,87.4,100.0,7.9,6.0,2.0,54.5,83.9,3.29,82.28,69.23,CE,Cần Thơ,Male
2399,30,26.3,83.3,53.3,6.4,6.4,2.0,56.4,88.1,3.44,86.12,72.24,SE,TP.HCM,Male
2400,26,30.3,96.1,80.4,1.2,6.1,0.8,49.9,84.1,3.61,90.34,66.96,IT,Cần Thơ,Male
2401,22,,95.3,87.3,2.5,7.6,0.0,46.6,70.0,2.84,70.93,58.34,DS,Cần Thơ,Female
2402,30,38.5,98.2,84.4,3.3,7.0,0.6,68.4,100.0,4.0,100.0,84.22,IT,Huế,Female
2403,26,27.0,73.8,95.1,7.1,5.6,4.3,58.7,81.9,3.27,81.68,70.32,CS,TP.HCM,Female
2404,28,,77.2,89.8,7.4,8.1,1.4,62.3,95.3,4.0,100.0,78.82,CS,Cần Thơ,Female
2405,21,20.0,96.1,65.2,10.2,5.4,1.7,39.6,66.4,2.59,64.73,53.01,SE,Đà Nẵng,Female
2406,19,35.3,79.1,64.8,3.5,4.9,4.0,58.6,100.0,3.86,96.57,79.3,CS,TP.HCM,Female
2407,30,22.9,69.8,84.7,9.3,6.7,0.0,41.2,81.9,3.36,84.06,61.54,AI,Đà Nẵng,Male
2408,23,27.2,90.3,94.9,1.2,6.7,1.6,58.9,92.5,3.72,93.1,75.72,AI,TP.HCM,Male
2409,21,17.5,79.5,82.2,6.0,7.1,0.9,46.8,66.7,2.4,60.03,56.78,CE,Cần Thơ,Female
2410,23,17.0,100.0,56.3,6.6,5.6,2.9,48.1,65.6,2.66,66.58,56.83,IT,Hà Nội,Female
2411,20,30.5,88.0,64.3,6.6,8.1,3.3,84.8,100.0,3.85,96.19,92.41,CE,TP.HCM,Female
2412,23,21.5,86.6,90.4,5.2,9.1,3.4,46.2,73.8,3.12,77.89,60.0,CE,Cần Thơ,Male
2413,19,18.2,81.3,74.8,6.3,7.0,4.8,50.7,61.8,2.34,58.44,56.23,AI,TP.HCM,Female
2414,19,19.9,100.0,81.8,2.9,7.4,3.3,58.5,79.5,3.11,77.64,68.97,DS,TP.HCM,Male
2415,30,30.6,88.6,96.0,8.2,4.5,2.9,63.9,98.1,3.72,93.0,81.02,CS,Đà Nẵng,Male
2416,26,20.0,,62.0,6.6,6.5,6.2,56.5,67.0,2.88,72.02,61.72,CS,Đà Nẵng,Female
2417,24,24.1,77.1,73.8,6.9,6.2,0.0,57.3,77.8,3.2,79.9,67.52,CE,Huế,Male
2418,20,25.1,84.3,72.2,5.3,6.0,5.8,54.0,71.2,3.31,82.63,62.62,DS,Đà Nẵng,Female
2419,30,9.7,75.2,85.3,5.2,6.2,5.1,43.6,70.7,3.08,76.95,57.13,CE,TP.HCM,Female
2420,28,13.2,95.3,91.6,7.3,6.3,2.3,44.3,69.5,2.69,67.31,56.9,IT,Hà Nội,Male
2421,18,27.7,66.9,57.8,10.0,5.3,1.4,50.2,68.6,2.43,60.83,59.41,AI,Đà Nẵng,Male
2422,25,19.1,83.6,79.9,2.5,6.4,1.5,42.0,65.2,2.48,62.1,53.61,AI,Đà Nẵng,Female
2423,23,33.5,91.1,93.0,2.4,5.7,2.1,69.7,96.2,3.82,95.43,82.94,CS,Hà Nội,Male
2424,24,32.7,88.4,52.2,6.7,7.9,4.3,71.1,99.9,3.63,90.86,85.48,IT,Huế,Male
2425,26,30.8,77.8,79.0,5.2,7.4,0.0,55.3,82.0,3.11,77.77,68.68,SE,Huế,Female
2426,22,39.6,91.6,61.8,6.3,7.4,5.5,67.8,100.0,4.0,100.0,83.91,SE,Cần Thơ,Female
2427,18,24.3,76.1,70.4,5.9,8.2,2.5,66.7,80.4,3.05,76.14,73.55,AI,Đà Nẵng,Female
2428,29,30.2,84.8,42.4,7.6,6.0,4.3,68.8,83.4,3.16,79.01,76.08,CS,Huế,Female
2429,27,20.3,91.5,100.0,5.3,7.3,0.7,60.7,76.6,3.17,79.15,68.61,AI,Cần Thơ,Female
2430,24,44.6,89.6,74.7,3.0,8.3,3.6,73.9,100.0,3.89,97.29,86.96,AI,Huế,Female
2431,22,40.9,78.2,67.9,4.0,5.9,3.1,62.7,92.8,3.72,92.88,77.75,IT,Hà Nội,Female
2432,20,25.1,97.0,84.9,5.6,4.6,3.3,54.5,75.9,3.12,77.91,65.22,DS,TP.HCM,Male
2433,29,28.1,85.9,64.4,2.9,6.2,1.5,60.7,85.7,3.31,82.65,73.23,AI,Hà Nội,Male
2434,30,35.9,92.4,62.9,5.9,8.1,1.9,69.1,100.0,4.0,100.0,84.53,IT,Hà Nội,Female
2435,26,23.8,100.0,100.0,6.2,5.9,0.6,50.6,85.1,3.54,88.52,67.83,CS,Hà Nội,Male
2436,18,19.7,96.2,100.0,5.1,6.4,3.6,63.6,59.4,2.44,61.07,61.52,SE,Hà Nội,Male
2437,18,32.0,96.2,71.1,6.5,6.1,4.5,74.0,100.0,4.0,100.0,86.99,AI,TP.HCM,Male
2438,18,25.6,86.9,96.0,2.0,6.8,2.9,63.2,83.1,3.5,87.53,73.17,DS,TP.HCM,Male
2439,20,26.5,92.9,85.3,3.6,5.7,0.0,70.1,100.0,3.95,98.64,85.03,CE,Cần Thơ,Male
2440,29,18.3,87.1,58.8,3.1,5.2,4.5,56.6,84.0,3.21,80.22,70.32,AI,Huế,Male
2441,23,11.3,72.9,66.1,8.2,6.5,2.7,46.4,59.6,2.41,60.35,53.01,AI,Đà Nẵng,Female
2442,27,26.9,88.0,100.0,11.8,6.7,0.0,58.8,87.9,3.5,87.58,73.34,IT,TP.HCM,Male
2443,28,32.2,87.6,58.6,3.8,8.3,0.0,59.9,86.6,3.45,86.29,73.26,CE,Huế,Male
2444,20,23.2,90.8,100.0,5.4,7.1,0.9,56.0,90.1,3.49,87.3,73.04,CS,Cần Thơ,Male
2445,25,36.5,,71.4,4.3,5.6,2.5,57.1,100.0,4.0,100.0,78.56,CS,Huế,Female
2446,27,19.4,77.4,100.0,6.6,6.1,1.0,50.5,68.6,3.06,76.43,59.56,DS,Đà Nẵng,Male
2447,19,16.6,91.6,75.4,,7.9,1.2,42.4,67.5,2.84,70.92,54.93,DS,Hà Nội,Female
2448,26,24.5,71.9,92.0,6.7,6.5,3.9,48.1,92.3,3.72,93.03,70.23,DS,Đà Nẵng,Male
2449,20,24.3,99.6,100.0,7.7,5.7,4.3,67.4,93.0,3.97,99.21,80.21,CE,Đà Nẵng,Male
2450,22,31.2,82.7,100.0,2.9,7.1,3.9,69.6,83.6,3.49,87.2,76.6,DS,TP.HCM,Female
2451,27,18.8,87.5,71.2,6.7,6.1,0.0,45.9,64.4,2.51,62.73,55.15,SE,TP.HCM,Female
2452,25,35.9,90.6,67.1,1.5,7.6,3.9,72.1,100.0,3.99,99.73,86.04,DS,Đà Nẵng,Male
2453,19,40.7,90.9,78.8,5.4,7.4,1.8,64.8,100.0,4.0,100.0,82.39,IT,Hà Nội,Female
2454,23,24.7,70.9,60.5,5.2,5.6,5.4,49.2,68.1,2.77,69.26,58.62,CS,Hà Nội,Male
2455,29,35.0,,83.6,5.4,9.1,2.9,75.7,100.0,4.0,100.0,87.84,CS,TP.HCM,Male
2456,22,16.5,88.0,67.7,5.2,6.9,4.3,42.4,63.6,2.29,57.35,53.01,IT,Hà Nội,Female
2457,30,33.6,78.6,96.2,4.8,3.8,3.3,48.6,73.6,2.84,71.0,61.11,CS,Đà Nẵng,Male
2458,27,33.4,,71.4,5.3,7.5,3.1,56.7,88.9,3.55,88.64,72.8,CS,Đà Nẵng,Male
2459,26,31.9,81.7,53.9,6.6,3.9,1.9,56.7,91.6,3.89,97.27,74.14,SE,Cần Thơ,Female
2460,29,24.9,72.0,100.0,6.7,8.2,4.3,51.7,65.8,3.01,75.26,58.73,CE,Cần Thơ,Male
2461,22,1.4,100.0,82.8,6.3,7.1,3.9,28.1,41.5,1.48,37.02,34.82,SE,Đà Nẵng,Female
2462,19,,99.9,80.4,4.6,6.8,2.0,57.5,76.2,2.92,73.1,66.86,CE,Đà Nẵng,Female
2463,22,20.0,89.5,96.4,8.7,6.9,1.8,67.6,83.7,3.44,85.95,75.68,CE,TP.HCM,Male
2464,29,17.2,82.8,93.1,9.8,7.6,1.4,52.6,75.3,3.44,85.98,63.95,DS,Huế,Male
2465,21,26.0,83.0,68.6,2.8,6.3,3.7,55.3,72.9,2.72,67.95,64.11,DS,Cần Thơ,Female
2466,28,21.6,92.6,73.3,6.4,6.9,2.9,60.1,80.1,2.81,70.31,70.13,AI,Hà Nội,Female
2467,24,18.4,100.0,63.3,4.8,7.0,2.9,54.4,77.3,3.13,78.16,65.85,SE,Đà Nẵng,Male
2468,23,16.5,79.3,58.0,8.3,3.4,2.0,49.7,57.4,2.03,50.63,53.55,IT,Huế,Female
2469,19,19.3,73.8,88.7,6.0,7.6,4.7,49.9,73.7,3.06,76.55,61.81,IT,Huế,Male
2470,29,,100.0,85.9,6.1,7.8,0.3,67.1,100.0,4.0,100.0,83.56,AI,Cần Thơ,Female
2471,28,19.7,67.1,91.4,7.2,7.4,3.7,46.8,71.9,2.83,70.82,59.35,SE,TP.HCM,Male
2472,28,20.9,74.9,99.2,5.3,7.4,4.0,39.7,59.6,2.29,57.3,49.62,SE,Đà Nẵng,Female
2473,30,21.3,82.5,91.6,10.2,8.8,2.0,67.3,89.3,3.43,85.76,78.29,IT,Đà Nẵng,Male
2474,22,27.7,69.4,93.0,7.3,6.8,0.3,60.2,84.5,3.39,84.79,72.31,SE,Huế,Female
2475,24,28.6,96.1,48.8,8.3,6.9,3.1,55.6,99.5,3.72,92.96,77.6,DS,TP.HCM,Female
2476,28,0.6,93.6,75.4,5.4,6.1,4.3,42.2,58.2,2.23,55.87,50.16,SE,Huế,Female
2477,24,33.2,79.3,94.5,5.7,4.6,5.2,53.3,92.5,3.56,88.88,72.91,SE,Hà Nội,Female
2478,22,36.5,97.8,62.5,8.0,7.4,3.5,69.9,100.0,4.0,100.0,84.95,CE,Hà Nội,Male
2479,29,16.6,99.5,81.4,7.8,6.2,1.6,57.9,88.5,3.61,90.2,73.2,IT,Đà Nẵng,Female
2480,26,17.2,83.9,87.8,2.9,4.6,3.5,58.2,67.2,2.97,74.24,62.72,SE,Cần Thơ,Male
2481,21,21.4,80.5,86.6,6.3,6.8,3.3,57.4,69.6,2.59,64.66,63.47,CS,Huế,Male
2482,28,19.0,100.0,85.5,7.2,6.8,3.0,52.8,100.0,3.93,98.27,76.39,SE,Đà Nẵng,Female
2483,20,26.8,92.2,89.0,5.7,6.6,1.2,66.6,77.9,3.3,82.56,72.25,IT,Hà Nội,Male
2484,21,9.4,87.6,82.7,,7.1,3.4,41.1,52.5,2.2,54.88,46.79,CS,Huế,Male
2485,22,16.1,98.6,58.1,5.8,5.0,3.2,54.1,84.4,3.24,81.05,69.21,DS,Đà Nẵng,Male
2486,30,,88.0,87.6,0.4,8.1,6.1,60.7,86.9,3.21,80.26,73.8,CS,Cần Thơ,Female
2487,23,17.6,79.9,84.3,,7.4,2.6,51.9,79.2,3.54,88.43,65.54,SE,Đà Nẵng,Male
2488,20,34.9,85.8,58.3,8.4,8.4,5.0,75.3,100.0,3.68,92.04,87.64,SE,Hà Nội,Female
2489,19,,95.4,100.0,5.4,6.2,4.6,66.0,100.0,3.75,93.76,82.99,AI,TP.HCM,Male
2490,30,10.5,65.1,88.0,6.5,7.4,2.6,49.6,60.7,2.47,61.63,55.13,DS,Đà Nẵng,Male
2491,21,30.1,82.1,59.3,6.0,4.7,4.4,68.2,84.3,3.57,89.13,76.28,IT,TP.HCM,Male
2492,22,24.1,98.8,67.7,3.9,5.9,1.3,57.3,81.3,3.08,76.95,69.34,IT,TP.HCM,Male
2493,21,21.4,79.9,71.5,4.8,5.3,2.2,46.5,85.5,3.56,88.91,65.97,IT,Đà Nẵng,Female
2494,28,,100.0,71.5,6.8,7.2,1.7,46.3,72.7,2.71,67.7,59.53,AI,Hà Nội,Male
2495,30,28.8,99.1,84.4,7.1,5.6,2.3,53.3,98.7,4.0,100.0,76.0,IT,TP.HCM,Male
2496,29,30.7,84.3,65.4,11.5,6.4,0.0,61.5,80.8,3.39,84.84,71.15,CS,TP.HCM,Female
2497,20,34.4,,96.9,4.8,6.9,5.2,47.5,88.3,3.36,83.94,67.9,DS,Đà Nẵng,Male
2498,25,28.3,82.1,95.7,10.2,6.4,2.0,59.8,84.1,3.54,88.46,71.96,SE,Hà Nội,Female
2499,27,14.0,100.0,89.3,3.8,5.3,3.7,54.2,72.4,2.7,67.52,63.31,CE,Huế,Male
2500,21,,100.0,80.7,7.2,8.9,2.9,44.2,90.9,3.14,78.47,67.53,IT,Huế,Female
2501,19,48.5,86.3,94.1,6.4,7.0,2.1,80.9,100.0,3.97,99.26,90.47,DS,Cần Thơ,Female
2502,19,30.8,78.9,75.9,5.7,8.9,0.6,56.8,98.4,4.0,100.0,77.6,SE,Đà Nẵng,Female
2503,18,44.0,86.2,69.1,6.0,5.7,1.1,58.6,100.0,4.0,100.0,79.31,SE,TP.HCM,Female
2504,30,36.2,87.4,97.9,4.4,6.4,2.1,52.5,98.5,4.0,100.0,75.51,CS,Hà Nội,Female
2505,21,26.9,72.6,84.8,8.3,7.0,1.8,55.7,82.1,3.08,76.91,68.89,CS,TP.HCM,Male
2506,27,27.4,85.8,69.7,3.9,8.7,1.0,59.1,78.2,3.13,78.17,68.64,SE,Huế,Male
2507,26,24.7,98.2,73.7,6.8,8.9,1.5,58.2,78.7,3.06,76.46,68.41,IT,Hà Nội,Female
2508,28,11.1,67.0,69.0,7.9,6.4,3.2,51.2,59.7,2.39,59.65,55.43,CE,Hà Nội,Female
2509,24,25.1,93.3,100.0,9.5,6.0,3.8,58.3,84.7,3.85,96.17,71.49,AI,Đà Nẵng,Male
2510,29,34.7,98.7,80.1,8.4,6.9,0.8,61.5,100.0,3.96,99.04,80.74,AI,Đà Nẵng,Male
2511,27,20.2,79.4,82.4,7.4,8.3,1.2,49.7,60.7,2.23,55.81,55.18,IT,Cần Thơ,Male
2512,24,28.3,100.0,90.8,4.4,7.1,2.8,69.3,91.4,3.6,90.1,80.36,SE,Đà Nẵng,Female
2513,30,31.8,78.1,61.8,4.0,7.3,2.3,52.2,92.1,3.85,96.29,72.11,IT,TP.HCM,Female
2514,24,17.7,89.4,96.4,3.2,8.3,2.0,52.9,74.9,3.09,77.32,63.9,AI,Hà Nội,Male
2515,25,21.4,,70.9,2.9,8.1,3.9,54.9,67.3,2.9,72.45,61.06,SE,TP.HCM,Female
2516,18,16.9,81.9,100.0,6.0,8.2,2.8,57.6,78.2,3.5,87.45,67.91,CE,Cần Thơ,Female
2517,27,,78.8,75.3,4.2,7.7,0.1,51.5,81.3,3.61,90.3,66.38,CE,Hà Nội,Male
2518,30,14.7,92.0,95.6,9.0,8.6,1.3,42.6,62.5,2.34,58.44,52.55,CS,Cần Thơ,Female
2519,27,17.8,93.5,42.5,4.6,5.5,0.0,53.8,86.9,3.63,90.63,70.35,CS,Hà Nội,Male
2520,25,36.4,84.4,62.4,6.2,9.7,2.2,70.3,98.0,3.57,89.24,84.15,AI,Đà Nẵng,Female
2521,21,,71.4,75.6,5.3,8.3,0.5,50.0,67.9,2.93,73.33,58.94,CS,Đà Nẵng,Female
2522,21,26.0,89.0,49.5,2.5,6.8,0.0,66.1,87.5,3.19,79.75,76.79,IT,Huế,Male
2523,21,21.0,89.2,89.0,8.7,8.3,0.0,44.3,85.7,3.12,77.96,65.0,DS,Huế,Female
2524,23,34.4,82.8,84.7,7.7,6.6,5.5,62.1,94.6,3.75,93.65,78.33,CE,Huế,Female
2525,24,35.5,100.0,65.1,8.0,7.6,0.5,66.7,100.0,4.0,100.0,83.33,DS,Huế,Male
2526,23,31.9,69.4,79.8,7.5,7.7,2.0,65.1,87.5,3.31,82.78,76.3,CE,Đà Nẵng,Male
2527,18,27.4,62.8,92.1,4.1,8.0,2.6,61.8,85.8,3.33,83.2,73.8,CS,Cần Thơ,Male
2528,29,23.2,77.7,48.5,4.1,6.4,2.7,54.2,71.0,2.67,66.78,62.57,IT,TP.HCM,Female
2529,25,15.5,92.1,60.9,7.1,8.1,3.4,47.7,80.7,3.26,81.44,64.21,CS,Huế,Male
2530,30,40.5,74.4,75.0,9.9,6.5,2.4,68.0,100.0,4.0,100.0,83.99,CS,Cần Thơ,Female
2531,27,18.9,75.2,80.4,7.0,7.9,1.8,41.9,79.6,3.19,79.67,60.75,CE,Huế,Female
2532,28,30.3,94.5,79.1,8.4,7.0,2.8,58.2,93.7,3.62,90.62,75.98,SE,Huế,Female
2533,30,33.5,89.6,93.3,4.7,4.8,2.8,67.8,100.0,4.0,100.0,83.91,IT,Đà Nẵng,Male
2534,24,20.6,88.8,87.2,8.7,6.1,2.6,56.4,99.3,4.0,100.0,77.85,CE,Cần Thơ,Female
2535,23,33.3,92.8,90.4,5.0,8.0,3.5,58.9,100.0,3.84,96.08,79.47,AI,Huế,Male
2536,23,31.1,80.7,59.2,6.6,6.6,1.6,54.6,91.4,3.48,86.9,72.98,IT,Đà Nẵng,Female
2537,22,,81.2,82.2,5.1,8.5,2.2,60.3,90.8,3.55,88.75,75.54,IT,Hà Nội,Female
2538,23,21.2,93.1,75.4,8.2,5.5,0.5,49.4,74.9,3.19,79.77,62.15,CS,Huế,Female
2539,29,14.7,71.6,100.0,8.3,7.8,2.1,47.9,72.4,2.38,59.49,60.16,SE,Hà Nội,Female
2540,26,21.0,63.6,82.6,2.3,6.9,1.5,59.3,72.7,3.17,79.25,65.98,SE,TP.HCM,Male
2541,27,26.7,80.7,70.0,9.3,6.7,4.1,67.0,87.5,3.43,85.67,77.24,CS,Đà Nẵng,Female
2542,26,25.5,94.3,92.8,11.9,5.6,0.3,51.3,78.1,2.88,71.97,64.71,SE,Hà Nội,Male
2543,27,21.9,87.6,88.4,5.1,7.3,1.8,57.0,85.8,3.46,86.52,71.4,IT,Cần Thơ,Female
2544,25,9.7,93.6,67.7,5.7,5.8,1.7,48.4,68.5,2.79,69.87,58.46,AI,Cần Thơ,Male
2545,27,28.8,64.8,74.8,9.1,6.2,3.5,57.9,88.9,3.73,93.25,73.39,AI,Đà Nẵng,Female
2546,26,40.8,88.2,75.0,6.2,6.8,0.6,61.5,100.0,4.0,100.0,80.74,AI,TP.HCM,Female
2547,30,28.7,,98.4,6.0,6.6,2.5,54.7,93.8,3.82,95.49,74.23,SE,Huế,Female
2548,27,29.9,71.5,83.0,10.7,8.2,2.6,60.7,78.4,3.24,80.95,69.57,DS,Hà Nội,Male
2549,25,29.6,93.6,90.9,2.6,3.9,3.9,58.3,80.7,3.24,81.02,69.52,CE,Cần Thơ,Female
2550,25,28.2,83.9,72.6,4.0,6.8,1.2,59.4,95.4,3.95,98.72,77.4,CS,Hà Nội,Female
2551,18,,100.0,85.0,7.0,6.6,0.5,56.7,99.2,3.85,96.14,77.97,CE,Cần Thơ,Male
2552,27,28.2,63.2,99.6,2.0,7.0,3.2,51.9,93.8,3.67,91.81,72.85,DS,Cần Thơ,Male
2553,28,22.5,98.7,74.6,5.1,6.3,0.4,46.7,83.1,3.01,75.27,64.89,CE,Hà Nội,Female
2554,22,18.6,81.1,81.7,5.0,8.2,1.7,53.1,61.7,2.8,69.98,57.42,CE,Đà Nẵng,Male
2555,21,23.0,68.8,59.6,8.4,6.7,2.1,50.0,65.2,2.48,62.02,57.57,CS,Đà Nẵng,Male
2556,19,27.5,79.7,68.5,7.7,7.2,3.4,59.6,81.0,3.45,86.37,70.29,DS,Hà Nội,Female
2557,25,22.5,87.8,75.0,1.8,8.1,0.2,52.3,95.8,4.0,100.0,74.05,CS,Huế,Female
2558,20,27.5,95.4,64.1,4.3,7.1,2.1,61.7,100.0,3.69,92.27,80.85,AI,TP.HCM,Female
2559,21,,100.0,99.8,4.3,5.5,2.5,74.9,96.3,3.88,96.97,85.6,AI,Đà Nẵng,Male
2560,29,31.7,99.2,67.4,5.5,6.5,1.2,59.7,96.6,3.99,99.85,78.14,IT,Cần Thơ,Female
2561,24,35.3,75.3,91.8,3.3,6.9,2.0,66.4,86.5,3.35,83.72,76.46,CE,Cần Thơ,Female
2562,27,25.6,96.3,82.8,7.1,5.0,3.8,53.7,76.2,2.78,69.4,64.98,CE,Huế,Female
2563,26,14.5,88.9,80.5,4.3,6.1,1.7,48.2,80.4,3.51,87.81,64.32,DS,Hà Nội,Female
2564,19,22.2,78.5,100.0,7.5,6.9,2.0,57.0,87.7,3.64,90.98,72.37,CS,Huế,Male
2565,20,25.4,82.9,46.1,6.0,9.4,3.8,58.6,82.8,3.32,83.03,70.7,AI,Hà Nội,Female
2566,21,10.3,77.9,77.1,3.6,7.4,2.2,49.6,78.6,2.94,73.42,64.13,CS,Cần Thơ,Male
2567,27,36.1,85.4,63.8,9.5,7.2,4.5,72.1,100.0,3.8,94.93,86.03,CE,Huế,Male
2568,18,26.1,77.7,50.6,9.5,9.0,0.0,61.2,88.2,3.56,89.08,74.74,AI,Đà Nẵng,Male
2569,24,28.1,74.7,62.1,6.7,7.7,2.1,64.1,90.0,3.51,87.72,77.1,CS,Hà Nội,Female
2570,19,35.9,89.8,80.3,5.4,7.9,3.7,67.0,93.7,3.79,94.76,80.34,DS,Hà Nội,Male
2571,22,20.0,91.3,69.1,3.4,6.5,1.4,48.2,85.7,3.5,87.61,66.97,CS,Đà Nẵng,Male
2572,18,29.6,83.1,93.4,8.7,5.5,2.1,65.7,100.0,3.91,97.74,82.83,AI,Cần Thơ,Male
2573,20,24.1,98.7,76.8,8.1,7.3,4.4,55.0,88.8,3.89,97.22,71.89,CS,TP.HCM,Male
2574,29,23.5,82.4,75.1,4.0,9.2,1.3,60.2,75.3,2.86,71.56,67.77,AI,Cần Thơ,Male
2575,19,18.8,82.0,75.2,,8.8,3.2,42.0,79.8,3.0,75.1,60.92,CE,Đà Nẵng,Female
2576,18,38.3,91.6,78.5,7.1,7.8,3.6,64.8,90.1,3.69,92.18,77.45,CE,Đà Nẵng,Male
2577,24,22.0,83.7,73.7,3.1,6.2,2.6,48.9,71.9,2.97,74.28,60.37,IT,Hà Nội,Male
2578,22,30.6,85.8,67.2,4.4,5.1,2.6,63.8,98.8,3.75,93.78,81.28,SE,Huế,Male
2579,18,10.0,59.8,94.8,3.4,6.0,1.0,37.1,50.2,1.94,48.52,43.69,SE,Cần Thơ,Female
2580,23,34.4,85.2,70.6,3.5,7.3,3.6,63.5,89.8,3.29,82.13,76.66,DS,Hà Nội,Female
2581,22,33.4,66.7,74.2,4.2,6.4,0.6,59.0,100.0,3.89,97.17,79.49,AI,TP.HCM,Female
